,,,,,Children under 6 years with elevated blood lead levels (BLL) : Summarize
Topic: Health Behavior and Population
Subtopic: Childhood Lead Exposure
Indicator Name: Children under 6 years with elevated blood lead levels (BLL)
Indicator Description: There is no safe level of lead in the blood. Lead poisoning can cause learning and behavior problems and delay growth and mental development.
Notes: *Estimate is based on small numbers so should be interpreted with caution.

Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number BLL >=10 µg/dL,Number BLL >=15 µg/dL,Number BLL >=5 µg/dL,Number Tested,"Rate BLL >=10 µg/dL (per 1,000 tested)","Rate BLL >=15 µg/dL (per 1,000 tested)","Rate BLL >=5 µg/dL (per 1,000 tested)",Notes Number BLL >=10 µg/dL,Notes Number BLL >=15 µg/dL,Notes Number BLL >=5 µg/dL,Notes Number Tested,Notes Rate BLL >=10 µg/dL,Notes Rate BLL >=15 µg/dL,Notes Rate BLL >=5 µg/dL,
2008,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),7,2,77,"1,900",3.7,1.1,41.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),4,0,69,"2,000",2.0,0.0,34.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),7,2,51,"2,200",3.2,0.9,23.5,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),2,1,33,"2,100",1.0,0.5,16.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),3,1,27,"2,000",1.5,0.5,13.3,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),3,0,28,"2,000",1.5,0.0,14.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),4,0,13,"1,800",2.3,0.0,7.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),5,0,15,"1,900",2.7,0.0,8.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),1,1,6,"1,800",0.6,0.6,3.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,
2017,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),3,1,12,"1,800",1.6,0.5,6.5,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),2,1,12,"1,800",1.1,0.5,6.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Manhattan, Gramercy Park - Murray Hill,307,Children under 6 years with elevated blood lead levels (BLL),1,0,7,"2,200",0.5,0.0,3.2,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,
2005,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),71,22,869,"5,100",14.0,4.3,171.1,,,,,,,,
2006,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),78,23,786,"4,600",16.8,5.0,169.3,,,,,,,,
2007,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),94,19,864,"4,700",19.9,4.0,182.8,,,,,,,,
2008,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),64,21,657,"4,800",13.5,4.4,138.2,,,,,,,,
2009,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),72,19,597,"4,900",14.6,3.9,121.1,,,,,,,,
2010,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),59,25,519,"5,100",11.5,4.9,101.5,,,,,,,,
2011,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),53,12,526,"5,000",10.6,2.4,104.9,,,,,,,,
2012,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),47,10,394,"4,900",9.7,2.1,80.9,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),31,11,329,"4,500",6.9,2.5,73.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),23,8,229,"4,100",5.6,2.0,56.1,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),28,4,215,"4,200",6.6,0.9,51.0,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),29,8,216,"4,200",7.0,1.9,51.9,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),25,8,179,"3,900",6.3,2.0,45.4,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),24,6,172,"4,200",5.7,1.4,40.7,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Brooklyn, Greenpoint,201,Children under 6 years with elevated blood lead levels (BLL),16,7,132,"4,700",3.4,1.5,28.1,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),13,3,209,"1,400",9.4,2.2,150.5,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2006,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),7,2,190,"1,500",4.8,1.4,129.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2007,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),10,1,188,"1,600",6.4,0.6,121.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2008,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),7,0,115,"1,500",4.8,0.0,78.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),6,0,82,"1,500",4.1,0.0,55.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),7,2,74,"1,700",4.1,1.2,42.8,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),6,3,50,"1,700",3.6,1.8,29.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),5,1,34,"1,600",3.1,0.6,21.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),3,1,37,"1,500",2.0,0.7,24.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),7,1,37,"1,300",5.3,0.8,28.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),0,0,28,"1,500",0.0,0.0,19.2,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Manhattan, Greenwich Village - SoHo,308,Children under 6 years with elevated blood lead levels (BLL),1,0,15,"1,400",0.7,0.0,10.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
